aX,aY,aZ,gX,gY,gZ
0.124,-0.430,1.277,115.601,52.307,-110.901
0.098,-0.413,1.225,115.173,65.369,-106.689
0.153,-0.328,1.162,115.051,81.238,-93.628
0.186,-0.306,1.153,114.563,84.839,-88.257
0.281,-0.203,1.178,115.540,89.233,-79.102
0.278,-0.186,1.211,115.845,86.853,-76.477
0.281,-0.166,1.205,117.615,84.534,-73.059
0.246,-0.142,1.218,123.901,85.510,-68.298
0.239,-0.141,1.217,125.122,87.219,-68.481
0.106,-0.229,1.138,131.287,92.773,-65.125
0.050,-0.260,1.091,128.967,96.680,-61.462
0.001,-0.241,1.007,121.338,109.070,-47.302
0.006,-0.213,0.971,118.835,117.188,-38.269
0.090,-0.140,0.958,112.610,127.441,-27.893
0.095,-0.127,0.966,111.267,132.080,-24.841
0.047,-0.099,0.959,109.680,134.949,-20.203
0.034,-0.104,0.957,110.352,133.972,-17.578
-0.015,-0.148,0.965,107.666,139.221,-12.939
-0.013,-0.139,0.975,104.614,143.677,-8.240
-0.005,-0.139,0.993,100.220,153.442,-2.563
0.000,-0.144,1.008,97.778,156.311,-0.854
-0.012,-0.133,0.985,96.008,156.433,4.639
-0.051,-0.113,0.986,92.590,153.198,14.160
-0.108,-0.106,0.971,91.064,151.917,19.043
-0.208,-0.069,0.956,88.379,146.912,27.527
-0.245,-0.032,0.974,84.473,145.874,29.053
-0.296,0.011,1.020,83.801,153.137,31.494
-0.345,0.027,1.056,83.008,161.011,34.241
-0.388,0.037,1.071,83.862,169.739,43.030
-0.410,0.041,1.052,83.557,170.532,46.387
-0.426,0.028,1.012,83.008,169.739,50.354
-0.491,0.001,0.913,81.787,166.382,62.927
-0.525,0.014,0.853,80.750,162.903,73.120
-0.455,0.031,0.766,74.097,154.114,89.478
-0.432,0.029,0.743,71.777,152.527,94.116
-0.380,0.043,0.745,65.186,154.846,93.323
-0.377,0.038,0.737,63.416,155.823,91.003
-0.424,0.000,0.714,60.364,154.236,91.736
-0.485,-0.000,0.633,49.316,137.512,103.821
-0.485,0.031,0.595,44.739,127.686,107.727
-0.500,0.006,0.490,35.645,111.816,108.948
-0.523,-0.002,0.437,29.663,106.506,108.521
-0.478,0.023,0.395,15.808,102.051,111.450
-0.448,0.051,0.400,9.644,103.516,108.887
-0.438,0.075,0.414,3.479,110.474,102.661
-0.468,0.055,0.421,0.366,111.694,102.112
-0.493,0.044,0.426,-2.991,107.239,109.009
-0.446,0.079,0.402,-7.385,84.778,119.751
-0.336,0.042,0.344,-9.888,72.571,118.652
-0.405,0.017,0.348,-22.461,62.256,110.413
-0.403,0.035,0.345,-24.841,58.899,116.272
-0.365,0.053,0.306,-35.217,50.232,120.300
-0.309,0.074,0.299,-39.978,46.082,119.751
-0.276,0.099,0.312,-50.537,45.471,119.141
-0.240,0.148,0.389,-54.138,49.011,117.249
-0.253,0.177,0.438,-58.167,52.734,115.601
-0.238,0.158,0.522,-63.843,54.810,115.662
-0.231,0.130,0.526,-64.941,52.856,116.211
-0.208,0.084,0.532,-72.510,48.157,118.469
-0.193,0.067,0.531,-75.256,46.082,120.544
-0.134,0.019,0.493,-82.336,43.396,121.704
-0.116,0.014,0.486,-87.158,44.250,120.300
-0.046,0.096,0.554,-96.252,49.561,113.892
-0.017,0.127,0.604,-98.145,50.781,107.788
-0.019,0.136,0.656,-101.318,48.096,94.482
-0.055,0.119,0.692,-100.647,43.945,91.736
-0.081,0.103,0.701,-101.318,37.537,92.407
-0.097,0.092,0.739,-101.868,22.827,103.149
-0.078,0.085,0.754,-101.807,17.090,105.530
-0.008,0.025,0.735,-101.685,9.094,106.201
0.016,0.001,0.744,-100.830,8.118,105.225
0.066,0.007,0.730,-102.417,4.517,104.187
0.125,0.038,0.762,-102.722,2.258,103.760
0.211,0.098,0.737,-102.173,-2.625,94.116
0.236,0.101,0.710,-102.051,-3.601,88.684
0.279,0.095,0.698,-104.614,-4.456,83.679
0.289,0.070,0.673,-108.521,-8.301,73.364
0.261,0.038,0.680,-110.535,-9.949,69.336
